,GISMATCH,GISJOIN,GEOID,STATEFIP,State,PUMA,Name,center,type,CBSA_name
1800,3601700,G36001700,3601700,36,New York,01700,Schenectady County--Schenectady City PUMA,POINT (1768108.632146738 800618.2774415304),Metro,"Albany-Schenectady-Troy, NY Metro Area"
1801,3601400,G36001400,3601400,36,New York,01400,Ontario & Yates Counties PUMA,POINT (1517194.391131406 740922.4098268718),Metro,"Rochester, NY Metro Area"
1802,3602203,G36002203,3602203,36,New York,02203,"Chenango, Delaware & Broome (East) Counties PUMA",POINT (1686462.206902897 721421.5732221382),,
1803,3601802,G36001802,3601802,36,New York,01802,Saratoga County (Outer) PUMA,POINT (1774006.325912946 838929.7162689568),Metro,"Albany-Schenectady-Troy, NY Metro Area"
1804,3601801,G36001801,3601801,36,New York,01801,Saratoga County (South & Central) PUMA,POINT (1786580.409622347 819192.2583323078),Metro,"Albany-Schenectady-Troy, NY Metro Area"
1805,3602002,G36002002,3602002,36,New York,02002,Albany County (Outside Albany City) PUMA,POINT (1779846.719870378 777965.0340430026),Metro,"Albany-Schenectady-Troy, NY Metro Area"
1806,3602001,G36002001,3602001,36,New York,02001,Albany County (East Central)--Albany City PUMA,POINT (1792448.322034529 789335.5725318147),Metro,"Albany-Schenectady-Troy, NY Metro Area"
1807,3602202,G36002202,3602202,36,New York,02202,Broome (Outer West) & Tioga Counties PUMA,POINT (1616887.577143414 694325.4358417809),Metro,"Binghamton, NY Metro Area"
1808,3602201,G36002201,3602201,36,New York,02201,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,POINT (1631187.728474124 687704.7783974714),Metro,"Binghamton, NY Metro Area"
1809,3603706,G36003706,3603706,36,New York,03706,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",POINT (1831611.921156451 591703.5271462679),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1810,3603702,G36003702,3603702,36,New York,03702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",POINT (1833487.359862227 594409.4415547081),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1811,3603705,G36003705,3603705,36,New York,03705,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",POINT (1832530.421430008 589056.4313210531),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1812,3603708,G36003708,3603708,36,New York,03708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",POINT (1830109.617111117 587001.4379194682),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1813,3603704,G36003704,3603704,36,New York,03704,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",POINT (1835106.035557376 590907.1720719407),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1814,3603710,G36003710,3603710,36,New York,03710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",POINT (1832516.171628244 584908.7129998822),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1815,3603709,G36003709,3603709,36,New York,03709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",POINT (1835350.420624659 587403.5795957993),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1816,3603701,G36003701,3603701,36,New York,03701,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",POINT (1829974.203383233 593521.7181664823),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1817,3603703,G36003703,3603703,36,New York,03703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",POINT (1838260.593972858 590986.9216257611),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1818,3603707,G36003707,3603707,36,New York,03707,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",POINT (1830554.905201391 589367.7720879929),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1819,3601207,G36001207,3601207,36,New York,01207,Erie County (South) PUMA,POINT (1397754.322022851 701567.9437144388),Metro,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
1820,3601206,G36001206,3601206,36,New York,01206,Erie County (West Central)--Buffalo City (West) PUMA,POINT (1382460.882046078 733109.0232625277),Metro,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
1821,3601201,G36001201,3601201,36,New York,01201,Erie County (Northwest) PUMA,POINT (1377148.553512962 740564.6528480758),Metro,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
1822,3601204,G36001204,3601204,36,New York,01204,Erie County (Central) PUMA,POINT (1393081.628826209 728288.7491118953),Metro,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
1823,3601205,G36001205,3601205,36,New York,01205,Erie County (West Central)--Buffalo City (East) PUMA,POINT (1386759.324825128 728852.6704575262),Metro,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
1824,3601202,G36001202,3601202,36,New York,01202,Erie County (North Central) PUMA,POINT (1390342.422599841 743701.5373842072),Metro,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
1825,3601203,G36001203,3601203,36,New York,01203,Erie County (Northeast) PUMA,POINT (1405720.17346043 738042.4562213721),Metro,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
1826,3601600,G36001600,3601600,36,New York,01600,Fulton & Montgomery Counties PUMA,POINT (1733599.689610374 815948.8052747744),Micro,"Gloversville, NY Micro Area"
1827,3604013,G36004013,3604013,36,New York,04013,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,POINT (1827138.84088769 562170.1919896014),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1828,3604012,G36004012,3604012,36,New York,04012,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,POINT (1828223.466636916 565559.1230965937),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1829,3604005,G36004005,3604005,36,New York,04005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",POINT (1828800.816008241 568213.3802156814),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1830,3604018,G36004018,3604018,36,New York,04018,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,POINT (1831721.740363013 558491.3680486369),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1831,3604004,G36004004,3604004,36,New York,04004,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,POINT (1829149.70000861 570680.2471421161),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1832,3604009,G36004009,3604009,36,New York,04009,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,POINT (1837477.201585917 563800.3480623554),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1833,3604016,G36004016,3604016,36,New York,04016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",POINT (1834012.449092984 560582.9981888043),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1834,3604017,G36004017,3604017,36,New York,04017,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,POINT (1830030.938371709 561015.1140535794),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1835,3604008,G36004008,3604008,36,New York,04008,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,POINT (1837995.603619433 569584.7319771495),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1836,3604014,G36004014,3604014,36,New York,04014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",POINT (1830336.588048183 563740.5936600155),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1837,3604006,G36004006,3604006,36,New York,04006,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,POINT (1832333.550042845 569397.6458169352),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1838,3604015,G36004015,3604015,36,New York,04015,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,POINT (1832246.543849342 564245.4896242417),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1839,3604011,G36004011,3604011,36,New York,04011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",POINT (1832367.497052294 567837.0204924369),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1840,3604001,G36004001,3604001,36,New York,04001,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,POINT (1830883.797490767 574076.9720946363),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1841,3604007,G36004007,3604007,36,New York,04007,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,POINT (1835511.217197013 569368.9820509024),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1842,3604003,G36004003,3604003,36,New York,04003,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,POINT (1832189.424633631 571076.0950869017),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1843,3604010,G36004010,3604010,36,New York,04010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",POINT (1833828.608899866 566607.7023653795),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1844,3604002,G36004002,3604002,36,New York,04002,NYC-Brooklyn Community District 4--Bushwick PUMA,POINT (1833672.185106652 572240.6386077559),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1845,3601500,G36001500,3601500,36,New York,01500,Madison & Cortland Counties PUMA,POINT (1627598.98584576 764121.8447291449),Metro,"Syracuse, NY Metro Area"
1846,3600500,G36000500,3600500,36,New York,00500,Jefferson & Lewis Counties PUMA,POINT (1613613.897308215 890940.1242235842),,
1847,3601000,G36001000,3601000,36,New York,01000,Genesee & Orleans Counties PUMA,POINT (1431829.156787653 762834.3997155543),Micro,"Batavia, NY Micro Area"
1848,3602903,G36002903,3602903,36,New York,02903,Orange County (Southeast) PUMA,POINT (1793572.688158397 631933.0962651839),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1849,3602902,G36002902,3602902,36,New York,02902,Orange County (Northwest) PUMA,POINT (1770580.262639335 642938.5577417191),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1850,3602901,G36002901,3602901,36,New York,02901,Orange County (Northeast)--Greater Newburgh City PUMA,POINT (1797433.728132514 656763.3513343818),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1851,3601101,G36001101,3601101,36,New York,01101,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,POINT (1375381.127919437 750046.7073590427),Metro,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
1852,3601102,G36001102,3601102,36,New York,01102,Niagara County (North & East) PUMA,POINT (1389434.438048396 766736.5594062486),Metro,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
1853,3603101,G36003101,3603101,36,New York,03101,Putnam County PUMA,POINT (1828724.949354793 654970.6547269267),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1854,3601300,G36001300,3601300,36,New York,01300,Livingston & Wyoming Counties PUMA,POINT (1457522.240161435 722659.8795499055),,
1855,3601900,G36001900,3601900,36,New York,01900,Rensselaer County--Troy City PUMA,POINT (1814322.897461909 799297.7332594111),Metro,"Albany-Schenectady-Troy, NY Metro Area"
1856,3600402,G36000402,3600402,36,New York,00402,Oneida County (Central)--Greater Utica & Rome Cities PUMA,POINT (1655227.65038304 811907.5056929162),Metro,"Utica-Rome, NY Metro Area"
1857,3600800,G36000800,3600800,36,New York,00800,Wayne & Seneca Counties PUMA,POINT (1534315.053397179 771222.0130155319),Micro,"Seneca Falls, NY Micro Area"
1858,3603305,G36003305,3603305,36,New York,03305,Suffolk County (East) PUMA,POINT (1946845.437048376 630519.1737008201),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1859,3603301,G36003301,3603301,36,New York,03301,Suffolk County (Northwest)--Huntington Town (North) PUMA,POINT (1871113.663936014 603352.9178110545),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1860,3603303,G36003303,3603303,36,New York,03303,Suffolk County (Northwest)--Smithtown Town PUMA,POINT (1886506.612191492 604294.6793331172),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1861,3603304,G36003304,3603304,36,New York,03304,Suffolk County (North Central)--Brookhaven Town (North) PUMA,POINT (1902330.403797584 615905.9968266607),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1862,3603306,G36003306,3603306,36,New York,03306,Suffolk County (South Central)--Brookhaven Town (South) PUMA,POINT (1916838.750549777 607545.6038738141),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1863,3603311,G36003311,3603311,36,New York,03311,Suffolk County (Southwest)--Islip Town (South) PUMA,POINT (1889700.620624328 587867.2599126693),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1864,3603312,G36003312,3603312,36,New York,03312,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,POINT (1880719.951554472 582207.3310542421),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1865,3603302,G36003302,3603302,36,New York,03302,Suffolk County (Northwest)--Huntington Town (South) PUMA,POINT (1875846.701717888 595865.5923062903),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1866,3603307,G36003307,3603307,36,New York,03307,Suffolk County (Central)--Brookhaven Town (Central) PUMA,POINT (1905184.791131568 603872.14983337),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1867,3603309,G36003309,3603309,36,New York,03309,Suffolk County (Central)--Islip Town (East) PUMA,POINT (1897434.447866006 596853.8540069859),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1868,3603313,G36003313,3603313,36,New York,03313,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,POINT (1876849.058204859 586032.8556009353),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1869,3603308,G36003308,3603308,36,New York,03308,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,POINT (1898228.656455145 606507.0837254681),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1870,3603310,G36003310,3603310,36,New York,03310,Suffolk County (Central)--Islip Town (Northwest) PUMA,POINT (1887915.187477938 594678.1173593547),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1871,3603002,G36003002,3603002,36,New York,03002,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",POINT (1817595.025143053 612366.948210231),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1872,3603003,G36003003,3603003,36,New York,03003,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",POINT (1806336.707486772 618053.6941599491),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1873,3603001,G36003001,3603001,36,New York,03001,Rockland County (North)--New City & Congers PUMA,POINT (1813021.342170087 626007.3535566691),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1874,3600300,G36000300,3600300,36,New York,00300,Warren & Washington Counties PUMA,POINT (1784324.404796096 876196.8126998298),Metro,"Glens Falls, NY Metro Area"
1875,3600600,G36000600,3600600,36,New York,00600,Oswego County PUMA,POINT (1588766.256179643 830093.4161876364),Metro,"Syracuse, NY Metro Area"
1876,3603103,G36003103,3603103,36,New York,03103,Westchester County (Northeast) PUMA,POINT (1838477.862798822 636220.3313576194),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1877,3603104,G36003104,3603104,36,New York,03104,Westchester County (Southeast) PUMA,POINT (1842728.86534199 609004.5573855877),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1878,3603106,G36003106,3603106,36,New York,03106,Westchester County (Southwest)--Yonkers City PUMA,POINT (1831864.889753605 600533.7536171505),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1879,3603105,G36003105,3603105,36,New York,03105,Westchester County (Central)--White Plains City PUMA,POINT (1834291.421498355 610048.7665534156),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1880,3603102,G36003102,3603102,36,New York,03102,Westchester County (Northwest) PUMA,POINT (1825593.562025349 628353.2613148834),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1881,3603107,G36003107,3603107,36,New York,03107,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,POINT (1837305.089075991 599933.2057084333),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1882,3600100,G36000100,3600100,36,New York,00100,St. Lawrence County PUMA,POINT (1647740.933832385 964445.4196710597),Micro,"Ogdensburg-Massena, NY Micro Area"
1883,3602300,G36002300,3602300,36,New York,02300,Tompkins County PUMA,POINT (1584766.277064171 718050.0065030539),Metro,"Ithaca, NY Metro Area"
1884,3602600,G36002600,3602600,36,New York,02600,Chautauqua County PUMA,POINT (1356951.601203684 648675.4059346333),Micro,"Jamestown-Dunkirk-Fredonia, NY Micro Area"
1885,3604110,G36004110,3604110,36,New York,04110,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",POINT (1835865.740044247 574310.6791134892),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1886,3604108,G36004108,3604108,36,New York,04108,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,POINT (1838628.101788085 576375.8589452137),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1887,3604109,G36004109,3604109,36,New York,04109,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,POINT (1832593.034941376 577009.5592042684),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1888,3604107,G36004107,3604107,36,New York,04107,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,POINT (1837885.705584027 578267.496893018),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1889,3604102,G36004102,3604102,36,New York,04102,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,POINT (1835644.480900639 580157.7267763146),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1890,3604101,G36004101,3604101,36,New York,04101,NYC-Queens Community District 1--Astoria & Long Island City PUMA,POINT (1832054.689568386 580113.4372246952),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1891,3604111,G36004111,3604111,36,New York,04111,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,POINT (1840132.494068482 573705.8775786349),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1892,3604106,G36004106,3604106,36,New York,04106,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",POINT (1843069.153299506 577799.3497675555),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1893,3604112,G36004112,3604112,36,New York,04112,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",POINT (1845387.370327189 574410.9243227988),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1894,3604113,G36004113,3604113,36,New York,04113,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,POINT (1841532.29455157 570934.4975800551),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1895,3604105,G36004105,3604105,36,New York,04105,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",POINT (1847598.433618766 573667.7259151194),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1896,3604104,G36004104,3604104,36,New York,04104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",POINT (1845285.041336224 581860.5865149094),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1897,3604103,G36004103,3604103,36,New York,04103,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",POINT (1840297.394704057 582393.047041233),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1898,3604114,G36004114,3604114,36,New York,04114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",POINT (1844578.898574916 562986.4201545982),T34,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
1899,3702600,G37002600,3702600,37,North Carolina,02600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",POINT (1263880.555478983 -147369.5576396941),Micro,"Forest City, NC Micro Area"
1900,3705200,G37005200,3705200,37,North Carolina,05200,"Hoke, Richmond & Scotland Counties PUMA",POINT (1485995.945243568 -154581.1377529571),Micro,"Laurinburg, NC Micro Area"
1901,3701900,G37001900,3701900,37,North Carolina,01900,"Davie, Yadkin & Iredell (North) Counties PUMA",POINT (1361165.599135475 -56042.57329561286),Metro,"Winston-Salem, NC Metro Area"
1902,3703400,G37003400,3703400,37,North Carolina,03400,Rowan County PUMA,POINT (1383003.586745189 -95545.87130582948),T34,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
1903,3702900,G37002900,3702900,37,North Carolina,02900,Iredell (South)--Mooresville Town & Statesville City PUMA,POINT (1350965.909492253 -94554.75627978655),T34,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
1904,3700400,G37000400,3700400,37,North Carolina,00400,"Granville, Person & Caswell Counties PUMA",POINT (1507063.864040388 7479.109268691787),Metro,"Durham-Chapel Hill, NC Metro Area"
1905,3700800,G37000800,3700800,37,North Carolina,00800,South & West Albemarle Sound & Northern Outer Banks Regions PUMA,POINT (1731635.492811382 -11329.00229833068),,
1906,3700100,G37000100,3700100,37,North Carolina,00100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",POINT (1254816.080806865 -56276.02046540847),,
1907,3701100,G37001100,3701100,37,North Carolina,01100,Johnston County PUMA,POINT (1576376.437815575 -75393.01542029377),Metro,"Raleigh, NC Metro Area"
1908,3701000,G37001000,3701000,37,North Carolina,01000,Wilson & Greene Counties--Wilson City PUMA,POINT (1622750.167530752 -55587.63244520073),Micro,"Wilson, NC Micro Area"
1909,3700600,G37000600,3700600,37,North Carolina,00600,"Halifax, Hertford, Northampton & Warren (East) Counties PUMA",POINT (1636579.794669793 30226.75821079887),Micro,"Roanoke Rapids, NC Micro Area"
1910,3704300,G37004300,3704300,37,North Carolina,04300,Craven County PUMA,POINT (1697070.677472373 -96578.90955564908),Metro,"New Bern, NC Metro Area"
1911,3700700,G37000700,3700700,37,North Carolina,00700,Northeast Albemarle Sound Region PUMA,POINT (1732404.878750156 48670.11993767854),Micro,"Elizabeth City, NC Micro Area"
1912,3702300,G37002300,3702300,37,North Carolina,02300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",POINT (1146045.528587418 -138554.9685279586),,
1913,3703800,G37003800,3703800,37,North Carolina,03800,Harnett County PUMA,POINT (1534834.469973142 -100025.5741184629),Micro,"Dunn, NC Micro Area"
1914,3700200,G37000200,3700200,37,North Carolina,00200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",POINT (1329629.568689122 -26591.56626139106),Micro,"North Wilkesboro, NC Micro Area"
1915,3704400,G37004400,3704400,37,North Carolina,04400,"Carteret, Beaufort & Pamlico Counties PUMA",POINT (1722790.746827976 -80363.93659335704),Metro,"New Bern, NC Metro Area"
1916,3702800,G37002800,3702800,37,North Carolina,02800,Catawba County--Hickory City PUMA,POINT (1321460.004822792 -102817.5437431071),Metro,"Hickory-Lenoir-Morganton, NC Metro Area"
1917,3700900,G37000900,3700900,37,North Carolina,00900,Nash & Edgecombe Counties--Rocky Mount City PUMA,POINT (1617440.327903603 -19275.46106451238),Metro,"Rocky Mount, NC Metro Area"
1918,3703900,G37003900,3703900,37,North Carolina,03900,Sampson & Duplin Counties PUMA,POINT (1605403.233066453 -132732.2707763982),,
1919,3703700,G37003700,3703700,37,North Carolina,03700,Moore & Montgomery Counties PUMA,POINT (1465877.161130202 -117838.6740415296),Micro,"Pinehurst-Southern Pines, NC Micro Area"
1920,3705300,G37005300,3705300,37,North Carolina,05300,Union (East) & Anson Counties--Monroe City PUMA,POINT (1415913.121931493 -165462.0304986257),,
1921,3701301,G37001301,3701301,37,North Carolina,01301,Durham County (South)--Durham City (South) PUMA,POINT (1519556.512367089 -38525.65437740416),Metro,"Durham-Chapel Hill, NC Metro Area"
1922,3701302,G37001302,3701302,37,North Carolina,01302,Durham County (North)--Durham City (North) PUMA,POINT (1521459.386716702 -20788.99302273243),Metro,"Durham-Chapel Hill, NC Metro Area"
1923,3704200,G37004200,3704200,37,North Carolina,04200,Pitt County--Greenville City PUMA,POINT (1662207.572606172 -50160.32937320365),Metro,"Greenville, NC Metro Area"
1924,3702700,G37002700,3702700,37,North Carolina,02700,Lincoln & Cleveland (East) Counties PUMA,POINT (1312086.642047174 -130041.7390492436),T34,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
1925,3700500,G37000500,3700500,37,North Carolina,00500,"Franklin, Vance & Warren (West) Counties PUMA",POINT (1567975.873545659 4485.629166721267),Metro,"Raleigh, NC Metro Area"
1926,3704000,G37004000,3704000,37,North Carolina,04000,Wayne County PUMA,POINT (1611548.24772442 -86245.77853751641),Metro,"Goldsboro, NC Metro Area"
1927,3701704,G37001704,3701704,37,North Carolina,01704,Guilford County (South)--High Point City PUMA,POINT (1439602.279190982 -49220.62455936354),Metro,"Greensboro-High Point, NC Metro Area"
1928,3701702,G37001702,3701702,37,North Carolina,01702,Greensboro City (South) PUMA,POINT (1435084.076810145 -40301.12998775398),Metro,"Greensboro-High Point, NC Metro Area"
1929,3701701,G37001701,3701701,37,North Carolina,01701,Greensboro City (North) PUMA,POINT (1435531.078409006 -32141.7452799013),Metro,"Greensboro-High Point, NC Metro Area"
1930,3701703,G37001703,3701703,37,North Carolina,01703,Guilford County (North)--Summerfield Town PUMA,POINT (1441110.864619301 -29068.72205296827),Metro,"Greensboro-High Point, NC Metro Area"
1931,3701600,G37001600,3701600,37,North Carolina,01600,Alamance County--Burlington City PUMA,POINT (1474694.373524345 -34003.63707523705),Metro,"Burlington, NC Metro Area"
1932,3701400,G37001400,3701400,37,North Carolina,01400,Orange County--Chapel Hill Town PUMA,POINT (1498867.160976526 -27730.86616792051),Metro,"Durham-Chapel Hill, NC Metro Area"
1933,3701802,G37001802,3701802,37,North Carolina,01802,Winston-Salem City (South) PUMA,POINT (1399644.697541192 -45612.85934556934),Metro,"Winston-Salem, NC Metro Area"
1934,3701801,G37001801,3701801,37,North Carolina,01801,Winston-Salem City (North) PUMA,POINT (1397232.728145375 -36500.051704233),Metro,"Winston-Salem, NC Metro Area"
1935,3701803,G37001803,3701803,37,North Carolina,01803,Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village PUMA,POINT (1397233.563231687 -35240.43950872187),Metro,"Winston-Salem, NC Metro Area"
1936,3703600,G37003600,3703600,37,North Carolina,03600,Randolph County PUMA,POINT (1445255.568807595 -77055.2655440946),Metro,"Greensboro-High Point, NC Metro Area"
1937,3704100,G37004100,3704100,37,North Carolina,04100,"Lenoir, Onslow (North) & Jones Counties PUMA",POINT (1664806.998264607 -114378.2162252839),Metro,"New Bern, NC Metro Area"
1938,3702000,G37002000,3702000,37,North Carolina,02000,Caldwell & Alexander Counties PUMA,POINT (1298952.652341849 -74704.82174563043),Metro,"Hickory-Lenoir-Morganton, NC Metro Area"
1939,3702100,G37002100,3702100,37,North Carolina,02100,Burke & McDowell Counties PUMA,POINT (1262899.210415828 -105535.9817431695),Metro,"Hickory-Lenoir-Morganton, NC Metro Area"
1940,3701500,G37001500,3701500,37,North Carolina,01500,Chatham & Lee Counties PUMA,POINT (1497237.311986743 -75729.84480813406),Metro,"Durham-Chapel Hill, NC Metro Area"
1941,3703300,G37003300,3703300,37,North Carolina,03300,Stanley & Cabarrus (East) Counties PUMA,POINT (1405307.967429265 -126698.5360892125),Micro,"Albemarle, NC Micro Area"
