MIGPUMA,Geo_FIPS,Geo_LOGRECNO,Geo_STATE,Geo_PUMA5,Total Population,Population Density (Per Sq. Mile),Area (Land),SE_A00003_001,SE_A00003_002,SE_A00003_003,Total Population Under 18 Years,Total Population 18 to 34 Years,Total Population 35 to 64 Years,Total Population 65 and Over,Population 25 Years and Over,Population 25 Years and Over Less than High School,Population 25 Years and Over High School Graduate (Includes Equivalency),Population 25 Years and Over Some College,Population 25 Years and Over Bachelors Degree,Population 25 Years and Over Masters Degree,Population 25 Years and Over Professional School Degree,Population 25 Years and Over Doctorate Degree,Population 3 Years and Over Enrolled in School,Population 3 Years and Over Enrolled in School Public School,Population 3 Years and Over Enrolled in School Public School Pre-School,Population 3 Years and Over Enrolled in School Public School K-8,Population 3 Years and Over Enrolled in School Public School 9-12,Population 3 Years and Over Enrolled in School Public School College,Population 3 Years and Over Enrolled in School Private School,Population 3 Years and Over Enrolled in School Private School Pre-School,Population 3 Years and Over Enrolled in School Private School K-8,Population 3 Years and Over Enrolled in School Private School 9-12,Population 3 Years and Over Enrolled in School Private School College,Population 16 Years and Over in Labor Force Civilian,Population 16 Years and Over in Labor Force Civilian Employed,Population 16 Years and Over in Labor Force Civilian Unemployed,Median Household Income (In 2019 Inflation Adjusted Dollars),Housing Units,Housing Units Occupied,Housing Units Vacant,Median Gross Rent,Total Population Native Born,Total Population Foreign Born,Total Population Foreign Born Naturalized Citizen,Total Population Foreign Born Not a Citizen
3800500,3800500,27,38,500,177787,100.7327618,1764.937215,1767.9,1764.937,2.962494,39131,56589,61590,20477,113641,5812,20009,40324,32926,9981,2209,2380,47318,43772,985,17572,7118,18097,3546,544,972,480,1550,111402,108309,3093,64704,82323,76123,6200,794,166181,11606,4205,7401
3900100,3900100,96,39,100,120970,72.66023255,1664.872183,1675.88,1664.872,11.00757,27906,23457,47443,22164,83479,6291,37913,25313,8899,3733,959,371,28659,25856,1823,13053,7271,3709,2803,574,1065,31,1133,59840,57216,2624,53621,54343,48750,5593,655,119214,1756,862,894
3900290,19502000,495,195,2000,644325,398.1062082,1618.475137,2208.65765,1618.47512,590.1822589,143475,153176,242795,104879,432888,45334,132449,138971,71732,29083,9254,6065,165540,142419,5311,63200,28949,44959,23121,3854,9055,5455,4757,330030,307960,22070,54068.04482,303232,262089,41143,734.6644116,619502,24823,12216,12607
3900700,3900700,102,39,700,134012,203.0326526,660.0514659,1043.685,660.0515,383.6337,28768,25544,52803,26897,95196,8033,36261,31341,12075,6017,957,512,29653,26273,1879,12847,6338,5209,3380,494,1496,334,1056,67828,65080,2748,54429,64232,55657,8575,688,131703,2309,1423,886
3900800,7801603,207,78,1603,307924,626.9833219,491.1199218,923.3434,491.11992,432.223518,68577,60817,123651,54879,212692,22760,66790,73022,33006,13096,2647,1371,73251,56640,1887,27653,15838,11262,16611,2427,5429,2420,6335,147425,140479,6946,57614.21319,131164,120394,10770,813.5897884,299727,8197,5559,2638
3900900,39009055,1095,390,9055,1248514,2731.119361,457.1436964,1245.52911,457.14371,788.385399,260986,283642,482039,221847,876662,85707,244380,260519,167922,81002,23917,13215,299319,224502,9677,104434,52123,58268,74817,7743,23686,12880,30508,642444,595701,46743,51999.64208,618375,544208,74167,839.9154675,1157449,91065,53721,37344
3901090,11703300,348,117,3300,324035,515.8100858,628.2060179,1387.4896,628.20605,759.28365,68211,59662,131853,64309,230383,21991,65088,74276,42665,19694,4404,2265,72750,57582,2370,28958,15527,10727,15168,1455,5759,3481,4473,170392,163795,6597,65998.53949,140085,129334,10751,814.3547827,310222,13813,8452,5361
3901300,3901300,118,39,1300,97807,139.3391539,701.934792,1367.896,701.9348,665.9613,21702,19280,38552,18273,68620,9212,32178,17227,7180,2286,406,131,20474,17597,396,9338,5290,2573,2877,251,1235,574,817,42659,39441,3218,44173,46154,36704,9450,633,96637,1170,547,623
3901490,11704500,360,117,4500,430176,417.6912081,1029.890004,1061.85334,1029.88996,31.963294,86893,85173,169065,89045,308150,28109,133546,82404,42949,16235,3187,1720,91290,82010,4373,39674,20406,17557,9280,1474,3489,2517,1800,204174,191057,13117,45333.02787,207133,184970,22163,659.2200007,421113,9063,6672,2391
3901700,3901700,122,39,1700,162277,332.9596456,487.3773809,504.0561,487.3774,16.67875,30714,45256,60260,26047,104615,9300,37268,26562,19230,8839,1540,1876,45594,41313,1127,14236,7730,18220,4281,909,1070,495,1807,88081,83510,4571,59402,69109,62293,6816,873,156376,5901,2560,3341
3901800,19509015,625,195,9015,541228,1310.985569,412.8405475,420.13129,412.84055,7.2907103,114107,118105,214888,94128,380675,29010,114899,111792,80064,32717,7731,4462,124618,100267,3012,46134,21609,29512,24351,4993,10209,4569,4580,284001,269183,14818,58695.67834,245990,226989,19001,848.8556006,510515,30713,16568,14145
3901900,3901900,128,39,1900,178371,423.2895683,421.3923833,423.0154,421.3924,1.62307,40393,33604,73499,30875,124238,6555,38053,39668,26202,11160,1710,890,41617,35140,1421,19221,8530,5968,6477,1551,1508,1091,2327,94926,92217,2709,71360,72468,68650,3818,835,172350,6021,3798,2223
3902000,3902000,129,39,2000,116038,209.1037335,554.9303116,556.8165,554.9303,1.886149,28184,25017,42462,20375,76595,10189,29723,19584,10731,4706,1050,612,26247,18514,908,9138,4325,4143,7733,589,4368,648,2128,57627,54669,2958,55899,46620,42890,3730,694,113436,2602,1368,1234
3902100,3902100,130,39,2100,112122,122.6121379,914.4445395,921.6204,914.4445,7.17586,26728,23304,42793,19297,74970,8360,32426,21791,8052,3370,471,500,25740,20916,683,12387,5799,2047,4824,309,1076,405,3034,54841,52272,2569,47607,47583,44199,3384,651,110419,1703,630,1073
3902200,3902200,131,39,2200,120589,243.4856454,495.261229,500.0773,495.2612,4.81603,26248,24035,46930,23376,84550,11490,33073,24104,11597,2768,1121,397,25814,20172,678,11699,5327,2468,5642,623,2197,745,2077,55412,52595,2817,46032,54223,48998,5225,596,119312,1277,1061,216
3902300,3902300,132,39,2300,119018,87.5345236,1359.669249,1363.044,1359.669,3.374732,26356,24790,45546,22326,81423,6193,37677,22777,9384,4461,457,474,27759,22483,1000,12770,5605,3108,5276,410,701,975,3190,60891,58836,2055,45078,54150,49084,5066,655,117030,1988,1199,789
3902400,3902400,133,39,2400,109632,108.1312298,1013.879156,1017.958,1013.879,4.078691,25476,23711,42538,17907,74742,6120,28109,21277,12289,5658,792,497,25371,20522,688,12342,5314,2178,4849,349,1072,193,3235,58901,56555,2346,53920,48138,45357,2781,725,106741,2891,885,2006
3902500,3902500,134,39,2500,103198,256.3931196,402.4991004,406.849,402.4991,4.349885,23877,22495,38862,17964,69698,7162,26411,22416,8324,3582,1218,585,25924,22056,1048,11836,5279,3893,3868,682,1106,647,1433,50937,48123,2814,51542,45039,40872,4167,636,101994,1204,661,543
3902600,3902600,135,39,2600,114868,90.23452719,1272.99387,1285.756,1272.994,12.7618,28254,21928,44236,20450,77563,4745,35376,23331,8302,5031,560,218,26307,24119,1354,13537,6124,3104,2188,551,498,358,781,59197,56854,2343,58202,50644,46880,3764,683,113483,1385,802,583
3902700,3902700,136,39,2700,115529,85.10378585,1357.507176,1367.254,1357.507,9.746732,26301,24692,44907,19629,77185,7555,39516,19047,7201,3465,269,132,27484,24273,899,12975,5950,4449,3211,335,599,483,1794,56022,52495,3527,51763,53470,44931,8539,653,114091,1438,456,982
3902800,3902800,137,39,2800,161222,120.7306437,1335.385906,1340.962,1335.386,5.576526,36173,33507,63826,27716,110519,9792,47287,33510,13180,5521,744,485,39144,34944,1639,17128,9176,7001,4200,305,1261,707,1927,75283,71599,3684,49440,67985,60645,7340,706,158653,2569,1256,1313
3902900,3902900,138,39,2900,119594,79.26955456,1508.700291,1519.765,1508.7,11.06427,30620,24709,44056,20209,78681,20134,30716,17310,6905,2789,754,73,26147,19633,846,10302,4795,3690,6514,184,5077,501,752,53219,50922,2297,46893,49377,42756,6621,635,118639,955,659,296
3903000,3903000,139,39,3000,107102,110.418083,969.967935,982.218,969.968,12.25005,24119,19627,42643,20713,75135,8783,36509,19722,6442,2443,1040,196,22330,19834,1259,11438,4918,2219,2496,402,1109,513,472,53183,50825,2358,51335,48465,43852,4613,696,106025,1077,333,744
3903190,11709600,423,117,9600,399927,412.3461098,969.8818311,979.45192,969.88187,9.5700787,85951,80057,157096,76823,279172,25106,108455,85219,38420,17017,2578,2377,91331,75072,3948,38672,18842,13610,16259,2213,4681,1111,8254,197854,186585,11269,51972.10228,180382,165473,14909,721.2939812,392755,7172,4521,2651
3903400,3903400,143,39,3400,103077,193.7926745,531.8931702,534.6885,531.8932,2.795302,21082,19547,42174,20274,73982,9970,34047,21975,5390,2115,304,181,19400,18050,1019,9892,4577,2562,1350,58,827,197,268,44661,42089,2572,41818,46821,39140,7681,639,102383,694,619,75
3903500,3903500,144,39,3500,134388,142.9007917,940.4286599,952.227,940.4286,11.7983,25915,25790,55348,27335,98261,7630,43247,33213,9023,4285,511,352,27513,22160,1192,11638,6165,3165,5353,414,1349,1021,2569,61653,58280,3373,49041,64703,50516,14187,652,133534,854,552,302
3903600,3903600,145,39,3600,103355,54.33649025,1902.128745,1923.809,1902.129,21.67994,21305,20336,39415,22299,73715,7447,32260,20794,7734,4202,978,300,21246,18255,1218,9219,4686,3132,2991,182,1243,537,1029,43927,42353,1574,42944,49175,40903,8272,605,102698,657,256,401
3903700,3903700,146,39,3700,122173,113.9042709,1072.593671,1085.07,1072.594,12.47647,28207,25247,48124,20595,83357,9107,37839,24228,7643,3736,280,524,29738,25381,1494,13388,5841,4658,4357,764,1267,400,1926,56533,54422,2111,46657,53252,46079,7173,658,121643,530,286,244
3903800,3903800,147,39,3800,173448,254.1347723,682.5040054,687.4914,682.504,4.987396,40164,35605,69673,28006,118584,11275,40978,35543,21131,7826,1124,707,40267,30348,883,16740,7639,5086,9919,994,3498,2073,3354,87396,84171,3225,62883,70850,63391,7459,848,169167,4281,2767,1514
3903900,3903900,148,39,3900,154733,306.7601272,504.410405,508.5615,504.4104,4.151062,37105,32143,61561,23924,104026,8664,33836,33347,18612,7336,1415,816,37592,32225,1083,16040,9451,5651,5367,721,2408,706,1532,76863,73623,3240,67310,60912,55674,5238,889,148951,5782,2849,2933
3904000,3904000,149,39,4000,200464,452.4110353,443.1014816,457.3293,443.1015,14.22777,53778,35959,84496,26231,131287,5322,22057,32676,45730,18554,4547,2401,58071,47669,1503,25091,12722,8353,10402,3017,2407,950,4028,107502,104450,3052,106933,73208,70224,2984,1042,185692,14772,7114,7658
3904100,42945166,1705,429,45166,1291981,2427.709886,532.1809692,543.50798,532.18099,11.3270405,302183,362606,476047,151145,861624,78081,219628,230658,208611,88927,21092,14627,332296,274147,12210,128007,56708,77222,58149,7767,17148,7513,25721,706462,674866,31596,60079.39819,555195,508811,46384,941.8101187,1157932,134049,61859,72190
3904200,3904200,161,39,4200,158607,113.3770108,1398.934395,1410.055,1398.934,11.12031,35483,34285,66321,22518,110407,11803,40909,29590,18338,7383,1551,833,34708,29895,1440,16173,8239,4043,4813,784,1926,945,1158,75500,73454,2046,74184,58635,53568,5067,864,155025,3582,1963,1619
3904300,3904300,162,39,4300,134557,338.5296331,397.4748053,402.5269,397.4748,5.05205,30186,28581,49996,25794,91675,11370,35008,26912,9817,6957,1207,404,31205,24443,1677,12931,5833,4002,6762,553,1790,978,3441,64487,60046,4441,46665,61265,54026,7239,675,131750,2807,1523,1284
3904400,3904400,163,39,4400,105122,258.551699,406.5801942,409.6561,406.5802,3.075913,24161,19940,41892,19129,73618,5102,29354,21641,10952,5847,612,110,24742,20053,853,10404,4862,3934,4689,1431,1663,881,714,54025,51496,2529,60910,44326,39819,4507,752,102302,2820,1683,1137
3904500,3904500,164,39,4500,141415,98.89752887,1429.914393,1436.911,1429.914,6.996527,33798,26983,55436,25198,96593,9536,43928,27414,9505,4903,892,415,32208,28666,1451,15215,8273,3727,3542,343,1837,403,959,71827,69360,2467,54342,61228,55510,5718,681,139554,1861,930,931
3904600,15618410,666,156,18410,531542,1151.633829,461.5546945,464.33477,461.55473,2.7800625,117368,120307,200401,93466,366020,38198,102812,122926,60511,31210,6130,4233,132560,99874,4702,49821,22604,22747,32686,2899,7866,4116,17805,259949,242759,17190,48987.68547,254809,225106,29703,761.6727032,505846,25696,10827,14869
3904700,3904700,169,39,4700,166752,403.0430419,413.7324868,416.2556,413.7325,2.523052,34672,43109,61612,27359,110558,8050,26273,31614,22867,16204,3103,2447,49097,39051,629,14872,6175,17375,10046,1630,2173,1071,5172,83585,79645,3940,67923,70340,64517,5823,868,157647,9105,4752,4353
3904800,3904800,170,39,4800,106065,96.81490442,1095.544128,1100.039,1095.544,4.495302,23313,22334,43223,17195,73889,9933,30814,20900,7702,3685,398,457,21749,19530,823,10402,5445,2860,2219,219,1012,462,526,45997,43066,2931,48721,44842,39485,5357,724,105457,608,245,363
3904900,3904900,171,39,4900,102820,60.68683923,1694.271794,1704.116,1694.272,9.844336,23167,19143,42088,18422,70875,11279,32873,17434,5100,3574,431,184,22051,20264,1206,11489,5362,2207,1787,594,118,35,1040,45511,42711,2800,45295,47921,41473,6448,587,102743,77,38,39
3905000,3905000,172,39,5000,119650,85.45042128,1400.227152,1412.639,1400.227,12.41202,21424,38609,41405,18212,73767,10384,28291,18238,8764,5193,623,2274,40217,37749,790,10446,4361,22152,2468,516,648,409,895,53195,49805,3390,44348,51734,42628,9106,693,115378,4272,468,3804
3905100,3905100,173,39,5100,136178,128.0366743,1063.585888,1073.422,1063.586,9.836057,29581,28621,53185,24791,95537,14900,40633,24657,8760,5128,970,489,29414,26223,1128,13925,6265,4905,3191,307,1219,838,827,56193,53454,2739,43284,62063,54807,7256,630,135222,956,349,607
3905200,3905200,174,39,5200,112706,72.91888179,1545.635331,1556.335,1545.635,10.69958,26960,21344,44993,19409,76210,12559,32213,20487,6369,3934,321,327,23271,18582,1360,10356,4897,1969,4689,51,2429,487,1722,50589,47646,2943,43214,50431,44176,6255,661,111384,1322,758,564
3905300,7810603,351,78,10603,228882,570.3168066,401.3243119,407.313,401.3243,5.9886812,57385,43449,96054,31994,154438,9326,42260,37301,40441,20963,2621,1526,58644,47824,2182,26005,11025,8612,10820,1815,3670,2580,2755,119718,115541,4177,84132.97704,87021,83158,3863,1049.695192,212437,16445,8504,7941
3905400,11716206,534,117,16206,380604,814.9089326,467.0509609,470.13209,467.05093,3.0811789,89870,92354,144234,54146,243633,19896,81940,70431,45088,20585,2071,3622,105725,91626,4069,39295,18233,30029,14099,1594,6362,2224,3919,195494,187010,8484,68229.77367,152122,139058,13064,869.6878409,356969,23635,12841,10794
3905500,27338528,1281,273,38528,813822,2004.917735,405.9129139,412.6312,405.91296,6.718321,187795,199114,304645,122268,550204,51306,145260,148233,123951,56931,14548,9975,202667,158336,6297,75643,31201,45195,44331,6543,17252,9262,11274,431987,412313,19674,59150.71769,379261,342793,36468,837.3781871,766670,47152,20390,26762
3905690,7811300,375,78,11300,247790,263.0116252,942.1256562,953.2179,942.1257,11.092205,57076,49134,101802,39778,171794,18619,60646,50243,27144,12690,1418,1034,56115,47536,2189,25175,11839,8333,8579,2008,3071,1501,1999,127135,121479,5656,61922.7932,103226,96355,6871,778.7392147,242548,5242,2551,2691
4000190,12002703,161,120,2703,437260,66.7063233,6555.000761,6860.5705,6554.9998,305.569684,102423,88333,167786,78718,298145,36946,106709,98317,37216,14562,2227,2168,102516,92953,6106,48534,22354,15959,9563,1203,3985,2087,2288,194680,182173,12507,46682.16429,203975,165881,38094,720.0770434,425238,12022,5599,6423
4000200,4000200,39,40,200,112049,56.13222235,1996.161835,2067.496,1996.162,71.33373,27337,25529,40281,18902,72326,11907,28219,19746,9141,2649,389,275,27712,25748,1530,12665,5944,5609,1964,146,960,331,527,43387,40094,3293,37097,50771,38759,12012,621,109727,2322,741,1581
4000300,4000300,40,40,300,174740,21.28342627,8210.144257,8465.566,8210.145,255.4225,40656,34391,65919,33774,120111,19232,47648,35448,11390,5256,601,536,38542,37082,2721,20678,8982,4701,1460,36,395,471,558,69201,64740,4461,37380,86295,67256,19039,599,170259,4481,1280,3201
4000400,4000400,41,40,400,108756,15.47194673,7029.238264,7078.463,7029.238,49.22494,26590,26615,39296,16255,71156,9403,24140,23642,9985,3117,582,287,28401,27197,2125,13175,5699,6198,1204,137,422,94,551,51148,48609,2539,47208,52118,40688,11430,691,103943,4813,1449,3364
4000500,4000500,42,40,500,111795,6.927263854,16138.4065,16211.99,16138.41,73.58802,28180,22569,42182,18864,74369,11929,25176,21587,11064,3560,315,738,26465,25074,1834,13170,6270,3800,1391,82,834,192,283,52607,49766,2841,47710,52586,42017,10569,662,101376,10419,1810,8609
4000600,8001203,87,80,1203,213277,38.91600061,5480.444975,5560.4969,5480.445,80.05197,51067,53341,76819,32050,138659,16686,47377,46652,17435,8054,1387,1068,50427,46385,2928,24673,10878,7906,4042,616,1866,342,1218,93591,85590,8001,48824.69172,95566,77042,18524,716.7553135,203493,9784,3608,6176
4000700,8001403,91,80,1403,232745,34.81142871,6685.878996,6870.548,6685.879,184.66943,56394,51048,84135,41168,155530,21782,54624,45926,21906,8673,1461,1158,57655,52721,3246,27584,11420,10471,4934,391,2017,726,1800,101667,95857,5810,44524.72194,107456,86498,20958,689.0538357,226745,6000,1817,4183
4000800,4000800,47,40,800,139926,156.0580577,896.6278454,905.6005,896.6279,8.972704,36476,31204,54557,17689,91884,6300,25409,35142,18364,5666,511,492,39433,34736,1762,17558,8276,7140,4697,998,1151,452,2096,75075,72424,2651,74720,48527,44814,3713,973,134468,5458,2615,2843
4000900,4000900,48,40,900,279641,519.0038507,538.8033242,558.0864,538.8033,19.28308,61144,81313,101248,35936,178227,15359,45170,57779,38543,14769,2786,3821,85876,78639,1815,30380,13723,32721,7237,1671,2125,501,2940,148184,142650,5534,61213,116052,106080,9972,900,261210,18431,9288,9143
4001000,24006021,309,240,6021,787958,1111.636355,708.8271235,718.37227,708.82702,9.5452126,202849,195385,285034,104690,514300,61172,133009,152028,107632,41327,12201,6931,204919,173515,9905,88640,35744,39226,31404,3739,11323,5282,11060,390914,371774,19140,52716.60185,339013,297945,41068,844.0361885,714292,73666,26123,47543
4001100,8002203,111,80,2203,248438,59.79223372,4155.021222,4193.06,4155.022,38.03879,60520,52055,96086,39777,164880,18404,59838,52181,23963,8327,1554,613,62454,56474,3522,29769,14842,8341,5980,631,1938,712,2699,115254,110986,4268,55573.05413,101442,88280,13162,687.7161545,242689,5749,3165,2584
4001290,24007912,363,240,7912,965569,128.8947631,7491.142205,7661.04803,7491.14202,169.905597,236887,234301,351367,143014,629484,70339,179892,200111,119058,41734,11243,7107,257254,220409,11781,108162,44894,55572,36845,5737,11658,6302,13148,468445,442344,26101,49782.55164,426376,369715,56661,807.6354533,900141,65428,21088,44340
4001400,4001400,63,40,1400,118710,43.80257975,2710.114351,2747.567,2710.114,37.45226,30960,25344,42111,20295,77343,9555,27034,24060,11546,3903,691,554,29587,26676,2133,14962,6613,2968,2911,244,887,179,1601,53868,51395,2473,48961,53897,45389,8508,767,113400,5310,1052,4258
4100100,4100100,48,41,100,129301,11.2762678,11466.64856,11509.97,11466.65,43.32607,31188,29018,46502,22593,86023,12210,25313,30812,10652,5476,1269,291,30876,28206,785,14087,7723,5611,2670,713,948,371,638,58587,55484,3103,49309,56336,48878,7458,746,120795,8506,2609,5897
4100200,4100200,49,41,200,119524,6.652419845,17966.99589,18054.01,17967,87.0183,25900,20761,46682,26181,85846,12743,24812,29633,12148,5377,731,402,24437,21831,1099,11101,6452,3179,2606,435,1313,406,452,53266,49684,3582,51286,54574,45618,8956,766,107292,12232,4333,7899
4100300,4100300,50,41,300,112980,3.313119033,34100.79713,34649.9,34100.8,549.1033,25562,23183,41536,22699,78206,10381,25873,29344,8134,3744,374,356,24776,22623,958,11886,5667,4112,2153,575,591,249,738,47232,44465,2767,41924,53093,43006,10087,689,106757,6223,2415,3808
4100400,4100400,51,41,400,186875,61.91650465,3018.17748,3054.759,3018.177,36.58168,38589,36104,76314,35868,135342,8058,32994,48658,29959,10834,2718,2121,34160,29151,1305,15045,7125,5676,5009,877,2361,1093,678,96722,91818,4904,66273,88999,74498,14501,1176,176567,10308,5009,5299
4100500,4100500,52,41,500,166574,46.67503079,3568.803216,4299.263,3568.803,730.4601,32198,30508,65852,38016,122846,13837,36041,46459,16578,7888,1173,870,33457,29561,1091,15239,7191,6040,3896,779,1714,514,889,73719,69050,4669,51086,94228,67214,27014,969,160224,6350,2654,3696
4100600,4100600,53,41,600,215998,72.82385237,2966.033696,2987.536,2966.034,21.50263,43757,58698,76514,37029,142549,10728,34673,52253,27169,10593,2241,4892,60509,55181,1196,19378,9298,25309,5328,1188,2721,221,1198,107700,100735,6965,54966,88623,82633,5990,975,201720,14278,5108,9170
4100700,12302112,165,123,2112,374748,82.30559264,4553.129235,4721.85321,4553.12919,168.7236222,70098,95738,138305,70607,257137,19345,57912,99944,46913,22322,5577,5124,89341,80337,2389,31662,15369,30917,9004,1745,3159,1895,2205,186776,174646,12130,50178.94487,162602,151675,10927,935.1388186,353383,21365,10578,10787
4100800,4100800,57,41,800,170004,34.95645275,4863.308105,5436.554,4863.308,573.2455,31463,28781,65583,44177,126115,11291,39734,51452,15046,6055,1550,987,30188,26022,736,13677,7057,4552,4166,1234,1837,401,694,68568,63254,5314,42357,82838,72236,10602,846,164020,5984,2826,3158
4100900,8201803,117,82,1803,217479,78.13014058,2783.548044,2801.6488,2783.54849,18.1007481,45104,44068,81490,46817,154281,13764,39909,56845,27944,10587,3645,1587,21635,17768,94,8272,5074,4328,3867,1015,1694,393,765,102286,96395,5891,51898.57932,95394,89701,5693,963.1649263,203837,13642,6770,6872
